event,text,timestamp
fifa_final,@LFC may the dimension be with you #Liverpool #LFC #FACup,1336226448
fifa_final,Ready for the game #CFC v #LFC. C'MON YOU BLUES!!,1336226446
fifa_final,@OfficialSF1Team: Wishing all the best Place @chelseafc in the   #FACupFinal @Wembley! Let's protocol the trophy!,1336226436
fifa_final,professional_sports_team WILL WIN @hanhanjiejie_tm   #LFC vs professional_sports_team tonight. YNWA!",1336226448
fifa_final,Ready teruuuuussss @BIGREDS_IOLSC: About 2 unit Place go. Are you ready  lads &amp; lasses?! #FACupFinal #LFC #BIGREDS,1336226447
fifa_final,Buzzing for the first consumer_product with @Marc_Winfield and the competition_type #FACup,1336226452
fifa_final,@BenSmithBBC: If #LFC win the Place Cup today it would be Dalglish's Ordinal major honour at the club. #CFC have won 22 Thing in their ChemicalSubstance ...,1336226442
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226434
fifa_final,#lfc #lfctv Thing Place kick off live from structure Place,1336226448
fifa_final,Back home for the film_subject weekend Place media_genre quotation_subject and be pampered. book_subject the pampering will take the Thing of food  book_subject and unit thumping @lfc win,1336226452
fifa_final,I wonder if Agent and award_nominee will have the same quotation_subject for #facupfinal #LFC #cfc,1336226435
fifa_final,@Chelseafancite: Here's an Awesome #cfc #chelsea #chelseafc product_line shared book_subject on @fancite  http://t.co/ZTAgIMVi,1336226431
fifa_final,Thing v.s uk_non_metropolitan_district Thing Game before the #FACupFinal Thing Game... Deffo gonna be Lionel! #Messy,1336226450
fifa_final,@OfficialSF1Team: Wishing all the best Place @chelseafc in the   #FACupFinal @Wembley! Let's protocol the trophy!,1336226452
fifa_final,Getting The Agent Cups Will Save Our Season....Come On Mighty Redzzz !! #LFC,1336226437
fifa_final,@AVWestwick Colour is the colour #cfc #,1336226436
fifa_final,@Jay_78_: #LFC measured_person Thing again http://t.co/SoUP9VAN,1336226441
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226434
fifa_final,@johncrossmirror animal we deserved it or not was unit clear visual_art_medium on RVP  refs making simple mistakes that are costing millions of organization_type,1336226449
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226433
fifa_final,Getting nervous for the match!!! :s come on Liverpool!!! #LFC #YNWA,1336226447
fifa_final,Gonna miss the #FACup finals today cuz I'm in church... #blueisthecolor #CFC,1336226438
fifa_final,On the metropolitan book_subject Place venue and its full of Reds. #lfc #facupfinal,1336226444
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226449
fifa_final,Finally Time down with vino ready for Cup Final #CFC,1336226446
fifa_final,@ZIYAAD_LFC: From actor  with love! #YNWA #LFC http://t.co/mih6B5d0,1336226435
fifa_final,I need  unit job_title Place keep me posted on the Place cup final…#LFC all the way!,1336226440
fifa_final,Cos material unit #LFC fan. Dnt book_subject bro relate "@lanskyleone: Abeg make dated_location and Place Activity champs lge jor",1336226431
fifa_final,Its my wifes quotation_subject and ive let her watch all the Thing build up since 8 chemical_element product_category ..i quotation_subject dont i spoil her and shes unit lucky girl !! #LFC,1336226437
fifa_final,Are ya professional_sports_team or are ya liverpool? #facupfinal,1336226442
fifa_final,@RebeccaFMusic professional_sports_team book_subject - You'll never walk alone: http://t.co/np6Uhxk9 via @youtube COME ON professional_sports_team !!!!! @LFC,1336226453
fifa_final,#cfc come on professional_sports_team Place cup is Thing . quotation_subject material 4 eva x,1336226451
fifa_final,@DaveHughes05 @mickgelhardt @lfc who asked you ha ha behave or I'll send my Thing @MikeTyson Thing Place sort the pair of you out #thanksmikepal,1336226439
fifa_final,@liverpool As our backers #LFC Activity for their dream today we Activity for ours PLEASE book_subject Thing for debfibs are Key http://t.co/MgQl6zZZ Place,1336226440
fifa_final,Whatever happens at this #FACupFinal you quotation_subject Person &amp; Person just gonna Activity Place their rally after the Thing  pair of #cunts,1336226436
fifa_final,On our way Place #Wembley wearing our new #fresh book_subject #FACupFinal #COYB I can see unit professional_sports_team win here!,1336226451
fifa_final,accommodation_feature  beer_style   Thing .....sweet ! #CFC  #CFCWembley  #FACupFinal,1336226435
fifa_final,@GIGIpetite1: Happy #sexysaturday @ZOO_UK Thanks for the #LFC #gigibum RT! #zootwitties http://t.co/zqEz2dm3,1336226431
fifa_final,@HirooNakamura @darrenarsenal1 that with unit pinch of salt. I still think Eboue is good enough for organization_sector,1336226439
fifa_final,Here we are  Cup Final Saturday. #Chelsea v. #Liverpool for the #FACup. COME ON CHELSEA! #CFC #KTBFFH,1336226439
fifa_final,@BIGREDS_IOLSC: About 2 unit Place go. Are you ready  lads &amp; lasses?! #FACupFinal #LFC #BIGREDS,1336226436
fifa_final,finished Thing  goona settle down with my sports_equipment of beer  it can only be the #facupfinal #comeonliverpool!!!,1336226439
fifa_final,@DarrenArsenal1: That consumer_product epitomises what's been wrong at #arsenal mediocrity reigns  unit Place will Place win  ... http://t.co/sUNdmfmS,1336226433
fifa_final,@Sarahjamesm009: How on celestial_object did Bert Trautmann media_genre on with unit broken neck? Puts some of today's nancy boys Place shame. #ESPN #FACup,1336226444
fifa_final,Colour school_mascot  Fry up  website_category  venue  quotation_subject it #FAcupfinal #CFC,1336226445
fifa_final,15 unit till coverage starts! #FACupFinal,1336226446
fifa_final,@bluechampion: Remember folks! It's book_subject at Wembley! The boy from country quotation_subject the rain! Person Place score today! #cfc @chelseafc,1336226438
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226440
fifa_final,Place cup final today. I wonder whether Person and Person will swap Colour hoods after the game. #facupfinal,1336226438
fifa_final,Thing club no quotation_subject excitement buildin now in the building_function Place cup final come on Colour Species #lfc #ynwa http://t.co/Z01GebDJ,1336226453
fifa_final,Home for the footy. :) #facup,1336226446
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226442
fifa_final,TOOOOO excited about the football! #LFC,1336226447
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226433
fifa_final,professional_sports_team vs. professional_sports_team Place Cup final preview http://t.co/cAfwkvye #LFC #YNWA,1336226451
fifa_final,This #facupfinal best not be Thing,1336226442
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226433
fifa_final,@dean_neeyo @blatinwo m sure @chelseafc would be smiling... Not only do Thing have the chance Place win the UCL.. They can also kick professional_sports_team OUT,1336226441
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226449
fifa_final,@chelseafc: Send organization_sector your pics of the day using #CFCWembley and we'll our faves as always. #FACupFinal (SL),1336226434
fifa_final,@LFC good film_subject in the final today. I'm from location and I the number one Liverpool's product_line here. I'll never walk alone :-)  organization_sector can do it!!!,1336226455
fifa_final,I'm there! @JamieDalton82: Thing at periodical_subject tonight. Bring your Delia cookbooks - we can make unit start on that dish as well.,1336226456
fifa_final,Suppose I should leave the accommodation_feature and start making Place #Wembley   Come on the #Chelsea   #KTBFFH,1336226458
fifa_final,Company MATTEO: BOUNCING BACK #CFC http://t.co/SPsefyLG,1336226459
fifa_final,@mrdreamcatcha: 7 500 and more...and still counting #CFC all the way! @EASPORTSFIFA quotation_source if you want professional_sports_team Place win the Place Cup  ...,1336226457
fifa_final,@chelseafc Win or lose today  I'm still proud of yall  even after unit terrible book_subject  still managed Place reach 2 finals #CFC,1336226456
fifa_final,political_ideology  the twits are having unit Thing (well they're in their cots). common_dimension for unit unit of the #Giro then the build up Place #FaCup,1336226454
fifa_final,@skynews is live at #wembley for the #facupfinal. Jimmy Tarbuck on the TV in 10 mins! #lfc #cfc http://t.co/LPjPLunN,1336226455
fifa_final,2 unit till hopefully i see my job_title FANTASTIC lifting the cup ! #LFC !,1336226457
fifa_final,#ynwa !!! @liverpool: Are you ready for the final? Thing your pics... #lfc,1336226455
fifa_final,Duration Duration Place kick off! #LFC,1336226487
fifa_final,Siiiaaappp @BIGREDS_IOLSC: About 2 unit Place go. Are you ready  lads &amp; lasses?! #FACupFinal #LFC #BIGREDS,1336226465
fifa_final,@Supergossi with @chelseafc 's Person Cundy &amp; Frank Sinclair... come on you Blues!!,1336226470
fifa_final,2 more unit in place_with_neighborhoods for the final and hopefully + Duration Place product_category the cup @LFC @Dirk_18_Kuyt @glen_johnson @LucasLeiva87 @luis16suarez,1336226461
fifa_final,@Redsmail: Come on ye Colour #LFC http://t.co/CHxk5xSI,1336226482
fifa_final,book_subject Person first and last goalscorer. professional_sports_team Place win on penalties. #punt #FACupFinal #JamieTipster,1336226471
fifa_final,waitting professional_sports_team vs professional_sports_team #FAcup,1336226489
fifa_final,come on liverpoooool  hopefully smash the organization_type up!!! #LFC #YNWA,1336226461
fifa_final,unit little over 2 unit till boxing_decision in the #FACupFinal - pre final AnatomicalStructure kicking in something Moyes and the rabble that follow #EFC ever suffer.,1336226466
fifa_final,It's 3pm on Cup Final Day. But where is the Cup Final? #LFC #CFC #FACupFinal,1336226484
fifa_final,@chelseafc: Seems Place be drying out in NW London. Fingers crossed! #CFCWembley #FACupFinal (SL),1336226476
fifa_final,Well  I'm going Place instrument Abide With Me now  even if nobody else is. Who's with me? One...two...three... #tradition #facup,1336226469
fifa_final,@JamieDalton82 Do you think Kos-Verm works as unit order_of_chivalry pairing? Personally I  don't...,1336226462
fifa_final,#facup WTF!!! Is that this for real?   #WhatToDo http://t.co/r4hsvSjp,1336226475
fifa_final,@adidasUK: * @ChelseaFC book_subject *... Ahead of the all-adidas #FACUP final  can you #takethestage? this quotation_source more than the professional_sports_team  ...,1336226465
fifa_final,@bluechampion: Remember folks! It's book_subject at Wembley! The boy from country quotation_subject the rain! Person Place score today! #cfc @chelseafc,1336226480
fifa_final,Just watched Thor. Only job_title organization_sector Place go. Avengers will have Place wait ingredient tomorrow night. Gonna book_subject out the tv_genre in #facupfinal,1336226480
fifa_final,transit_vehicle full of Thing and my home type_of_fictional_setting all professional_sports_team pubs. #WTF #CFC,1336226463
fifa_final,Absolutely !! @BIGREDS_IOLSC: About 2 unit Place go. Are you ready  lads &amp; lasses?! #FACupFinal #LFC #BIGREDS,1336226489
fifa_final,Looking sports_position Place the game today. Come on #Chelsea #cfc,1336226486
fifa_final,@SyaukiAzim: professional_sports_team #YNWA #LFC !,1336226468
fifa_final,Dan Bloom @dBsoccernet is LIVE on @SiriusXMSoccer S92 X207 genre the beautiful game @Arsenal @NorwichCityFC @chelseafc @LiverpoolFC.,1336226483
fifa_final,Coverage starts at 3.15. Therefore  only 15 unit until the final! #LFC #YNWA,1336226461
fifa_final,@Cussen_1991 Not gonna make the Warradale mate. Had unit quotation_subject of plans. Enjoy if you watch the game there. #FACup #LFC #YNWA,1336226488
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226476
fifa_final,Come on lads! @LFC all the way! #YNWA,1336226470
fifa_final,@sarkyfecker protocol on it I'm book_subject much better for 3 volume_unit of Peroni #lfc,1336226482
fifa_final,@CraigMills92: Excited for the #FACup final. Come on #LFC,1336226463
fifa_final,“@ez_oppa: we won 3 Place cup in last 5 years.. #cfc”,1336226484
fifa_final,@fadodc #FACupFinal LIVE at 12pm - come watch with us! #Liverpool #Chelsea http://t.co/oU9youxL,1336226462
fifa_final,@MattLawExpress no he did not - shows why material write for unit crap product_theme,1336226462
fifa_final,@sarmad0201: this if you Thing Place see measured_person starting for Company today ... #LFC,1336226466
fifa_final,@BIGREDS_IOLSC: About 2 unit Place go. Are you ready  lads &amp; lasses?! #FACupFinal #LFC #BIGREDS,1336226481
fifa_final,@AshpTaylor @chelseafc @HJWestle Pipe down ash! Hannah will be drowning her sorrows tonight and I'll no book_subject be celebrating ;) #cfc,1336226461
fifa_final,@chelseafc: Send organization_sector your pics of the day using #CFCWembley and we'll our faves as always. #FACupFinal (SL),1336226462
fifa_final,Bring home the cup @chelseafc ! Good film_subject,1336226487
fifa_final,So excited  I book_subject Person scores #CFCWembley! Can't wait #elniño,1336226485
fifa_final,common_dimension is going so slow!!! Can't wait for the #FACupFinal! Come one Reds! #LFC,1336226483
fifa_final,animal for professional_sports_team - professional_sports_team Today :) #CFC,1336226471
fifa_final,#FACup final today! C'mon Colour #LFC,1336226467
fifa_final,@CaroWozniacki are you ready for the BIG game? book_subject we can show them who's fictional_character today #LFC #YNWA,1336226475
fifa_final,2 unit Place Activity #FaCupFinal #LFC #CFC,1336226473
fifa_final,@chelseafc must win on the final of Place CUP :D #FinalFACup #ChelseaFC,1336226462
fifa_final,@Jay_78_: #LFC measured_person Thing again http://t.co/SoUP9VAN,1336226473
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226461
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226479
fifa_final,The last three common_dimension Company beat professional_sports_team on semi final  Company went on Place lose all three (1950 71 77) #LFC #EVE #CFC,1336226476
fifa_final,This is structure Malaysia! #RedsLegacy #YRMY #YNWA #LFC http://t.co/XfUiT4gR,1336226471
fifa_final,@jojosuherman: *degdegdeg* :| @BIGREDS_IOLSC: About 2 unit Place go. Are you ready  lads &amp; lasses?! #FACupFinal #LFC #BIGREDS,1336226488
fifa_final,@Jay_78_: #LFC measured_person Thing again http://t.co/SoUP9VAN,1336226475
fifa_final,RT"@chelseafc: RT"@Torres: support organization_sector :) @chelseafc @wilberthoward: Chelsea-liverpool ambe mana? (‾⌣‾),1336226467
fifa_final,If material ♥ quotation_subject citytown club  show citytown Thing daa daa! *dancing* #cfc,1336226484
fifa_final,Do professional_sports_team book_subject really need lighthouse_construction_material collection_category Place create Thing and stickers Place create rivalry? No quotation_subject  no class. #LFC #CFC #FACupFinal,1336226466
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226480
fifa_final,3 unit before boxing_decision #CFCWembley http://t.co/ts5C5BcM,1336226465
fifa_final,Food is on  gonna protocol unit few tinnies and watch 2 great inconsistant teams  should be unit good game #facupfinal,1336226464
fifa_final,@fadophilly #FACupFinal LIVE at 12pm - come watch with us! #Liverpool #Chelsea http://t.co/YLmipkrC,1336226468
fifa_final,unit few games of PES on the computer before heading out for the match! #lfc,1336226461
fifa_final,@Jay_78_: #LFC measured_person Thing again http://t.co/SoUP9VAN,1336226467
fifa_final,@thefadotcom: The Place will donate £1 for every #FACup Final Thing programme sold Place the organization_sector Cardiac quotation_subject in the Young (@CRY_UK)htt ...,1336226470
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226468
fifa_final,@Jay_78_: #LFC measured_person Thing again http://t.co/SoUP9VAN,1336226475
fifa_final,Dear Jackie. That quotation_subject was far from scrappy. Was unit very well worked goal. Dry your eyes. Yours  me. #icf #lfc,1336226484
fifa_final,@fadoatlanta #FACupFinal LIVE at 12pm - come watch with us! #Liverpool #Chelsea http://t.co/p6HagxEj,1336226497
fifa_final,political_ideology common_dimension for cup final build up! Come on Liverpool!!! #LFC,1336226500
fifa_final,@chelseafc Good film_subject boys. We need it !!!!!,1336226491
fifa_final,@BIGREDS_IOLSC: About 2 unit Place go. Are you ready  lads &amp; lasses?! #FACupFinal #LFC #BIGREDS,1336226508
fifa_final,@chelseafc Activity blues!! #cfc http://t.co/PMyo4kYo,1336226510
fifa_final,AUTO Thing league Thing without Thing #UCL#FAcupfinal#cfc. May Ordinal sure date,1336226490
fifa_final,Wem8ley #YNWA @LFC  @Liverpool_Indo @BIGREDS_IOLSC,1336226513
fifa_final,@SkyBet what's Thing on unit Person consumer_product trick? #facup,1336226495
fifa_final,@chelseafc: Agreement reached Place book_subject dated_location international Marko Marin:  http://t.co/wTVOFrUA  #CFC (SL),1336226516
fifa_final,On route 2 the accommodation_feature come on professional_sports_team #facup,1336226502
fifa_final,Big day for @LFC. Good film_subject Place the lads!,1336226517
fifa_final,@chelseafc: Send organization_sector your pics of the day using #CFCWembley and we'll our faves as always. #FACupFinal (SL),1336226512
fifa_final,#cfc Haha.  Caught in the act!  #Boredom http://t.co/r4hsvSjp,1336226498
fifa_final,@cass006 @richardshimmy @JuzyBatt Well the game was obviously showing in Australia. Are you staying up for the #facupfinal?,1336226498
fifa_final,Let's do it tonight! #CFC,1336226519
fifa_final,I Agent ready! #facupfinal #LFC #YNWA http://t.co/pBUVToaY,1336226496
fifa_final,Ah  15:00. Perfect  natural common_dimension Place settle down and watch unit statistical_region  traditional game of footb... dated_location #FACup,1336226513
fifa_final,i'm ready for the final #LFC,1336226489
fifa_final,@OlivePressLpool: We're open &amp; will be competition_type free if you Thing Place avoid it.  I won't be in  I'll be singing!  #lfc  #ynwa #We'r ...,1336226498
fifa_final,my tip of the day - Person Person Place come up trumps for #cfc today,1336226494
fifa_final,I will be watching Place Cup while on holiday. Doesn't Thing where you cheer from  doesn't Thing where you are - KTBFFH !! #CFC #FACup,1336226500
fifa_final,@Rob_Emanuel @ollymassey84 @rpcm91 just book_subject professional_sports_team don't win the Place final  Ordinal Thing looking tense now. Think Place is key for #LFC win,1336226519
fifa_final,@thefadotcom: book_subject in today's #FACupFinal Thing programme are provided by @OptaJoe - This will be the Ordinal meeting between #CFC &amp ...,1336226495
fifa_final,@chelseafc: It's #FACupFinal day  and is there unit better book_subject than another #CFCWembley day? book_subject confident interest fans? (SL),1336226510
fifa_final,Liverpool-Chelsea Head-to-head: #LFC Wins: 73. #CFC Wins: 56. 33 Draws.,1336226490
fifa_final,professional_sports_team v professional_sports_team   Time you interest #CFC,1336226514
fifa_final,@FauzziiMaulana: Activity professional_sports_team @ChelseaUnite: TONIGHT!!! FINAL #FAcup professional_sports_team v professional_sports_team boxing_decision 23:15 WIB! LIVE at MNCtv/ESPN! We're gon ...,1336226518
fifa_final,All professional_sports_team book_subject  let's support our Thing in this crucial Place Cup final!! #CFCWembley,1336226493
fifa_final,professional_sports_team Is are quotation_subject  structure is our church!' @LFC,1336226508
fifa_final,@fadoaustin #FACupFinal LIVE today at 11am - come watch with us! #Liverpool #Chelsea http://t.co/GwH7lgJY,1336226507
fifa_final,Olenu"@aykemoorexxx: Getting ready for the finals!!! Let's protocol this boys cc @chelseafc http://t.co/27mCdOZI",1336226515
fifa_final,If #LFC win the Place Cup today it would be Dalglish's Ordinal major honour at the club. #CFC have won 22 Thing in... http://t.co/JDvsZIqA,1336226493
fifa_final,@liverpool: Are you ready for the final? Thing your pics... #lfc,1336226511
fifa_final,If you want Place feel buzz then watch some Company film_format on the Youtube. Worth it. #lfc,1336226509
fifa_final,It's nearly time......!!!!! Suddenly book_subject nervous 😳 #LFC #LFCTwitterFam #LFCvCFC,1336226519
fifa_final,@henrywinter: Front of £10 #cfc v #lfc Place Cup final programme... measured_person v Thing http://t.co/IPmVr5i9,1336226518
fifa_final,@CFCchants: Frank measured_person = The General (You got Place salute him soldier)! #CFC,1336226504
fifa_final,I still book_subject Agent more then Species shitty! Come on professional_sports_team make my weekend start off well :D #cfc,1336226492
fifa_final,@DamianaMarley: animal for professional_sports_team - professional_sports_team Today :) #CFC,1336226510
fifa_final,@aidanwyliemcc professional_sports_team book_subject - You'll never walk alone: http://t.co/np6Uhxk9 via @youtube COME ON professional_sports_team !!!!! @LFC,1336226508
fifa_final,@omino_joel @Ongorroh @arsenal @CarolRadull @SamOhanga @True_Gooner10 @fmuamba #MCFC wins the league and #CFC wins the Place and #champsleague,1336226493
fifa_final,Cup Final should b good. Loads of Thing please ;)))) #facup,1336226501
fifa_final,big day for the mighty #cfc. we need Place win today! don't we all want Place nino Place protocol the winning goal?! #KTBFFH,1336226498
fifa_final,Full details of today's Place Cup final coverage on business_operation  award_presenting_organization and book_subject computer_peripheral_class #facup http://t.co/v6epazhT,1336226490
fifa_final,Latest Thing - A5 Flyer Posted this as it took unit while cutting around competition_type individually and as internet_protocol unit @LFC product_line http://t.co/VY8jcIlN,1336226511
fifa_final,@bluechampion: Remember folks! It's book_subject at Wembley! The boy from country quotation_subject the rain! Person Place score today! #cfc @chelseafc,1336226518
fifa_final,@ChelseaUnite: TONIGHT!!! FINAL #FAcup professional_sports_team v professional_sports_team boxing_decision 23:15 WIB! LIVE at MNCtv/ESPN! We're gonna make this unit Colour DAY! #CU,1336226512
fifa_final,@timlovejoy: dated_location well at least all organization_sector content have great memories of the genre stopping for cup final day. #FACup,1336226498
fifa_final,@MarkMoraghan As our backers #LFC Activity for their dream today we Activity for ours PLEASE book_subject Thing for debfibs are Key http://t.co/MgQl6zZZ Place,1336226492
fifa_final,THE CUP FINAL DAY INTERVIEW: FRANK measured_person #CFC http://t.co/wGcWt9tb,1336226518
fifa_final,professional_sports_team vs professional_sports_team  don't miss it! #FACup 23:15,1336226503
fifa_final,Come on you Colour Species do organization_sector all proud #lfc #facupfinal,1336226516
fifa_final,Could care less who wins out of professional_sports_team and Chelsea... #FACupFinal,1336226517
